"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2024-02-13","0","3034","98","0.032300593276203035","5","14","21","8","27","1","12","0","0","0","10","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-14","0","1416","66","0.046610169491525424","5","27","13","0","8","0","6","0","0","0","6","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-15","0","2872","175","0.06093314763231198","3","67","27","21","13","0","19","0","0","0","17","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-16","0","2028","77","0.03796844181459566","1","32","19","3","9","2","5","0","0","0","6","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-17","0","3456","121","0.03501157407407408","2","42","13","7","16","4","19","0","0","0","17","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-18","0","2513","83","0.03302825308396339","2","49","7","5","6","1","4","0","0","0","5","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-19","0","6476","260","0.04014823965410747","2","106","22","17","42","1","41","0","0","0","14","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-20","0","2172","104","0.04788213627992634","0","44","12","9","14","2","13","0","0","0","9","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-21","0","1367","75","0.0548646671543526","5","19","13","5","13","3","11","0","0","0","2","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-22","0","951","155","0.16298633017875921","0","137","2","7","1","1","3","0","0","0","4","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-23","0","1245","60","0.04819277108433735","1","29","7","1","1","0","8","0","0","0","9","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-24","0","617","25","0.04051863857374392","0","14","1","0","4","1","1","0","0","0","3","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-25","0","360","10","0.027777777777777776","0","0","0","0","4","0","1","0","0","0","5","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-26","0","310","11","0.035483870967741936","0","0","0","0","5","1","1","0","0","0","4","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-27","0","249","5","0.020080321285140562","0","0","0","1","0","0","0","0","0","0","3","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-28","0","411","20","0.04866180048661801","0","7","2","1","3","0","2","0","0","0","5","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-02-29","0","919","47","0.051142546245919476","0","9","13","9","5","1","7","0","0","0","2","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
